Name,Matlab Time(in s),Avg Matlab Time,VS Time(in s),Avg VS Time,Total Time(in s),Avg Total Time
Robinson_Stevenin_,39.7552,47.1815,4.951,4.66537,44.7062,51.8468
Rod_Blagojevich_,40.3306,47.1815,4.716,4.66537,45.0466,51.8468
Rod_Stewart_,40.6062,47.1815,4.473,4.66537,45.0792,51.8468
Rodrigo_Borja_,40.2743,47.1815,4.563,4.66537,44.8373,51.8468
Roger_Clemens_,38.1651,47.1815,4.617,4.66537,42.7821,51.8468
Roger_Federer_,34.8983,47.1815,4.463,4.66537,39.3613,51.8468
Roger_Moore_,37.0929,47.1815,4.733,4.66537,41.8259,51.8468
Rogerio_Romero_,47.9176,47.1815,4.763,4.66537,52.6806,51.8468
Roh_Moo-hyun_,42.2152,47.1815,4.463,4.66537,46.6782,51.8468
Rolandas_Paksas_,47.2775,47.1815,5.106,4.66537,52.3835,51.8468
Rolf_Eckrodt_,44.1089,47.1815,4.323,4.66537,48.4319,51.8468
Roman_Polanski_,44.2268,47.1815,4.444,4.66537,48.6708,51.8468
Romano_Prodi_,42.1456,47.1815,4.941,4.66537,47.0866,51.8468
Ron_Dittemore_,41.1168,47.1815,4.503,4.66537,45.6198,51.8468
Ron_Howard_,42.9416,47.1815,4.707,4.66537,47.6486,51.8468
Ronald_Reagan_,39.4443,47.1815,4.751,4.66537,44.1953,51.8468
Ronaldo_Luis_Nazario_de_Lima_,49.1014,47.1815,4.627,4.66537,53.7284,51.8468
Roseanne_Barr_,54.5387,47.1815,4.436,4.66537,58.9747,51.8468
Rosemarie_Stack_,50.355,47.1815,4.859,4.66537,55.214,51.8468
Roy_Jones_Jr_,46.7602,47.1815,4.377,4.66537,51.1372,51.8468
Roy_Moore_,45.4936,47.1815,4.775,4.66537,50.2686,51.8468
Roy_Williams_,59.9552,47.1815,4.481,4.66537,64.4362,51.8468
Ruben_Studdard_,59.8214,47.1815,4.598,4.66537,64.4194,51.8468
Rubens_Barrichello_,63.0597,47.1815,4.816,4.66537,67.8757,51.8468
Rudolph_Giuliani_,48.1936,47.1815,4.51,4.66537,52.7036,51.8468
Rupert_Grint_,51.2952,47.1815,5.019,4.66537,56.3142,51.8468
Rupert_Murdoch_,39.8208,47.1815,5.029,4.66537,44.8498,51.8468
Russell_Coutts_,42.4966,47.1815,5.443,4.66537,47.9396,51.8468
Russell_Crowe_,62.0802,47.1815,5.652,4.66537,67.7322,51.8468
Russell_Simmons_,60.6227,47.1815,5.543,4.66537,66.1657,51.8468
Ruth_Dreifuss_,48.6735,47.1815,4.386,4.66537,53.0595,51.8468
Ruth_Harlow_,48.0856,47.1815,5.157,4.66537,53.2426,51.8468
S_Jayakumar_,45.2003,47.1815,4.39,4.66537,49.5903,51.8468
Saburo_Kawabuchi_,40.8975,47.1815,4.709,4.66537,45.6065,51.8468
Sachiko_Yamada_,44.7358,47.1815,4.542,4.66537,49.2778,51.8468
Saddam_Hussein_,45.2718,47.1815,4.747,4.66537,50.0188,51.8468
Sadie_Frost_,44.7804,47.1815,4.488,4.66537,49.2684,51.8468
Saeb_Erekat_,49.1299,47.1815,4.857,4.66537,53.9869,51.8468
Sally_Field_,39.999,47.1815,4.454,4.66537,44.453,51.8468
Sally_Kirkland_,42.3539,47.1815,4.741,4.66537,47.0949,51.8468
Sally_Ride_,50.9964,47.1815,4.444,4.66537,55.4404,51.8468
Salma_Hayek_,45.466,47.1815,4.635,4.66537,50.101,51.8468
Salman_Rushdie_,40.0323,47.1815,4.832,4.66537,44.8643,51.8468
Sam_Bith_,48.0468,47.1815,4.458,4.66537,52.5048,51.8468
Sam_Mendes_,42.1012,47.1815,4.578,4.66537,46.6792,51.8468
Sam_Torrance_,42.0659,47.1815,4.697,4.66537,46.7629,51.8468
Samira_Makhmalbaf_,43.6853,47.1815,4.464,4.66537,48.1493,51.8468
Sammy_Sosa_,42.3628,47.1815,4.526,4.66537,46.8888,51.8468
Samuel_Waksal_,41.7691,47.1815,4.744,4.66537,46.5131,51.8468
Sandra_Bullock_,39.8997,47.1815,4.579,4.66537,44.4787,51.8468
Saparmurat_Niyazov_,40.1416,47.1815,4.735,4.66537,44.8766,51.8468
Sarah_Hughes_,40.1992,47.1815,4.552,4.66537,44.7512,51.8468
Sarah_Jessica_Parker_,39.9661,47.1815,5.091,4.66537,45.0571,51.8468
Sarah_Michelle_Gellar_,41.2579,47.1815,4.42,4.66537,45.6779,51.8468
Scott_McClellan_,38.613,47.1815,4.643,4.66537,43.256,51.8468
Scott_McNealy_,39.945,47.1815,4.699,4.66537,44.644,51.8468
Scott_Peterson_,41.034,47.1815,4.564,4.66537,45.598,51.8468
Scott_Ritter_,49.5056,47.1815,4.975,4.66537,54.4806,51.8468
Scott_Rudin_,46.9228,47.1815,4.363,4.66537,51.2858,51.8468
Scott_Sullivan_,43.0069,47.1815,4.917,4.66537,47.9239,51.8468
Scott_Wolf_,43.4045,47.1815,4.525,4.66537,47.9295,51.8468
Sean_Astin_,41.1116,47.1815,4.879,4.66537,45.9906,51.8468
Sean_Hayes_,47.531,47.1815,4.437,4.66537,51.968,51.8468
Sean_OKeefe_,39.3786,47.1815,4.824,4.66537,44.2026,51.8468
Sean_Patrick_OMalley_,41.1418,47.1815,4.548,4.66537,45.6898,51.8468
Sean_Penn_,47.5241,47.1815,4.622,4.66537,52.1461,51.8468
Sebastian_Saja_,47.0659,47.1815,4.621,4.66537,51.6869,51.8468
Sebastien_Grosjean_,57.75,47.1815,4.553,4.66537,62.303,51.8468
Sepp_Blatter_,43.386,47.1815,5.428,4.66537,48.814,51.8468
Serena_Williams_,41.1638,47.1815,4.453,4.66537,45.6168,51.8468
Sergei_Ivanov_,37.722,47.1815,4.872,4.66537,42.594,51.8468
Sergey_Lavrov_,51.3726,47.1815,4.652,4.66537,56.0246,51.8468
Sergio_Garcia_,41.3867,47.1815,4.934,4.66537,46.3207,51.8468
Sergio_Vieira_De_Mello_,57.73,47.1815,4.425,4.66537,62.155,51.8468
Shane_Mosley_,38.7989,47.1815,4.882,4.66537,43.6809,51.8468
Shane_Warne_,47.2639,47.1815,4.992,4.66537,52.2559,51.8468
Shannon_OBrien_,47.2688,47.1815,4.436,4.66537,51.7048,51.8468
Sharon_Davis_,41.0376,47.1815,4.907,4.66537,45.9446,51.8468
Sharon_Frey_,42.8781,47.1815,4.426,4.66537,47.3041,51.8468
Sharon_Osbourne_,49.3631,47.1815,4.956,4.66537,54.3191,51.8468
Sharon_Stone_,70.3482,47.1815,4.555,4.66537,74.9032,51.8468
Shaukat_Aziz_,48.3572,47.1815,4.72,4.66537,53.0772,51.8468
Shaul_Mofaz_,48.7565,47.1815,5.028,4.66537,53.7845,51.8468
Sheila_Copps_,56.7257,47.1815,4.504,4.66537,61.2297,51.8468
Sheila_Fraser_,61.3062,47.1815,4.982,4.66537,66.2882,51.8468
Sheila_Wellstone_,64.2511,47.1815,4.597,4.66537,68.8481,51.8468
Sheryl_Crow_,62.1044,47.1815,4.936,4.66537,67.0404,51.8468
Shia_LaBeouf_,46.6841,47.1815,4.515,4.66537,51.1991,51.8468
Shimon_Peres_,41.9706,47.1815,4.807,4.66537,46.7776,51.8468
Sila_Calderon_,38.2841,47.1815,4.351,4.66537,42.6351,51.8468
Silvan_Shalom_,36.0547,47.1815,4.883,4.66537,40.9377,51.8468
Silvia_Farina_Elia_,35.0243,47.1815,4.62,4.66537,39.6443,51.8468
Silvio_Berlusconi_,36.995,47.1815,4.998,4.66537,41.993,51.8468
Silvio_Fernandez_,41.3187,47.1815,4.526,4.66537,45.8447,51.8468
Simon_Cowell_,38.4537,47.1815,4.702,4.66537,43.1557,51.8468
Slobodan_Milosevic_,37.5407,47.1815,4.816,4.66537,42.3567,51.8468
Sonia_Gandhi_,35.3333,47.1815,4.836,4.66537,40.1693,51.8468
Sophia_Loren_,37.3302,47.1815,4.952,4.66537,42.2822,51.8468
Sourav_Ganguly_,36.0525,47.1815,4.617,4.66537,40.6695,51.8468
Spencer_Abraham_,34.2446,47.1815,4.895,4.66537,39.1396,51.8468
Stacy_Dragila_,35.6273,47.1815,5.047,4.66537,40.6743,51.8468
Stan_Heath_,40.7029,47.1815,4.571,4.66537,45.2739,51.8468
Stanley_McChrystal_,35.1687,47.1815,4.831,4.66537,39.9997,51.8468
Stanley_Tong_,38.4425,47.1815,4.946,4.66537,43.3885,51.8468
Stefano_Accorsi_,36.276,47.1815,5.026,4.66537,41.302,51.8468
Steffi_Graf_,36.451,47.1815,4.471,4.66537,40.922,51.8468
Stellan_Skarsgard_,37.1028,47.1815,4.855,4.66537,41.9578,51.8468
Stephen_Ambrose_,37.0486,47.1815,4.985,4.66537,42.0336,51.8468
Stephen_Daldry_,39.2702,47.1815,5.152,4.66537,44.4222,51.8468
Stephen_Friedman_,42.3427,47.1815,4.401,4.66537,46.7437,51.8468
Steve_Backley_,37.5413,47.1815,4.793,4.66537,42.3343,51.8468
Steve_Ballmer_,38.1565,47.1815,4.486,4.66537,42.6425,51.8468
Steve_Lavin_,34.0945,47.1815,4.874,4.66537,38.9685,51.8468
Steve_Mariucci_,37.5226,47.1815,4.604,4.66537,42.1266,51.8468
Steve_Nash_,35.1442,47.1815,4.943,4.66537,40.0872,51.8468
Steve_Park_,35.194,47.1815,4.547,4.66537,39.741,51.8468
Steve_Spurrier_,35.2288,47.1815,4.776,4.66537,40.0048,51.8468
Steve_Waugh_,36.8795,47.1815,4.449,4.66537,41.3285,51.8468
Steven_Hatfill_,37.2433,47.1815,4.629,4.66537,41.8723,51.8468
Steven_Seagal_,36.3791,47.1815,4.871,4.66537,41.2501,51.8468
Steven_Spielberg_,37.0068,47.1815,4.556,4.66537,41.5628,51.8468
Stockard_Channing_,36.0216,47.1815,5.024,4.66537,41.0456,51.8468
Strom_Thurmond_,35.0924,47.1815,4.562,4.66537,39.6544,51.8468
Sue_Wicks_,34.7187,47.1815,5.061,4.66537,39.7797,51.8468
Surakait_Sathirathai_,43.414,47.1815,4.487,4.66537,47.901,51.8468
Susan_Collins_,37.1371,47.1815,4.901,4.66537,42.0381,51.8468
Susan_Sarandon_,42.3681,47.1815,4.461,4.66537,46.8291,51.8468
Susie_Castillo_,36.5724,47.1815,4.888,4.66537,41.4604,51.8468
Susilo_Bambang_Yudhoyono_,37.4695,47.1815,4.555,4.66537,42.0245,51.8468
Suzanne_Gaudet_,37.2607,47.1815,4.884,4.66537,42.1447,51.8468
Svetlana_Koroleva_,32.9122,47.1815,4.467,4.66537,37.3792,51.8468
Sylvester_Stallone_,33.9845,47.1815,4.882,4.66537,38.8665,51.8468
Taha_Yassin_Ramadan_,35.1591,47.1815,4.85,4.66537,40.0091,51.8468
Takashi_Sorimachi_,35.3995,47.1815,4.52,4.66537,39.9195,51.8468
Tamara_Brooks_,37.3761,47.1815,4.974,4.66537,42.3501,51.8468
Tammy_Lynn_Michaels_,35.8093,47.1815,4.467,4.66537,40.2763,51.8468
Tang_Jiaxuan_,41.9781,47.1815,5.21,4.66537,47.1881,51.8468
Tariq_Aziz_,42.5985,47.1815,6.463,4.66537,49.0615,51.8468
Tassos_Papadopoulos_,36.6091,47.1815,5.07,4.66537,41.6791,51.8468
Taufik_Hidayat_,35.6303,47.1815,4.69,4.66537,40.3203,51.8468
Ted_Maher_,40.7076,47.1815,4.76,4.66537,45.4676,51.8468
Terje_Roed-Larsen_,35.1435,47.1815,4.571,4.66537,39.7145,51.8468
Terrell_Suggs_,37.3331,47.1815,4.89,4.66537,42.2231,51.8468
Terry_McAuliffe_,35.4473,47.1815,4.527,4.66537,39.9743,51.8468
Terry_Stotts_,37.0926,47.1815,5.002,4.66537,42.0946,51.8468
Thabo_Mbeki_,37.4857,47.1815,4.644,4.66537,42.1297,51.8468
Thaksin_Shinawatra_,37.2161,47.1815,5.163,4.66537,42.3791,51.8468
Theo_Epstein_,34.1446,47.1815,5.056,4.66537,39.2006,51.8468
Theodore_Tweed_Roosevelt_,34.6097,47.1815,4.589,4.66537,39.1987,51.8468
Theresa_May_,36.1771,47.1815,4.844,4.66537,41.0211,51.8468
Thierry_Falise_,33.4007,47.1815,4.643,4.66537,38.0437,51.8468
Thomas_Birmingham_,39.1241,47.1815,4.994,4.66537,44.1181,51.8468
Thomas_Bjorn_,36.6073,47.1815,4.596,4.66537,41.2033,51.8468
Thomas_Fargo_,35.1841,47.1815,4.834,4.66537,40.0181,51.8468
Thomas_Malchow_,33.3129,47.1815,4.651,4.66537,37.9639,51.8468
Thomas_OBrien_,38.3066,47.1815,5.312,4.66537,43.6186,51.8468
Thomas_Rupprath_,33.471,47.1815,4.481,4.66537,37.952,51.8468
Thomas_Wyman_,38.2749,47.1815,4.818,4.66537,43.0929,51.8468
Tiger_Woods_,38.1776,47.1815,4.62,4.66537,42.7976,51.8468
Tim_Allen_,34.1246,47.1815,4.831,4.66537,38.9556,51.8468
Tim_Chapman_,36.7904,47.1815,4.596,4.66537,41.3864,51.8468
Tim_Conway_,36.2649,47.1815,4.475,4.66537,40.7399,51.8468
Tim_Curry_,37.2585,47.1815,4.467,4.66537,41.7255,51.8468
Tim_Duncan_,37.0658,47.1815,4.481,4.66537,41.5468,51.8468
Tim_Floyd_,35.6298,47.1815,4.807,4.66537,40.4368,51.8468
Tim_Henman_,39.676,47.1815,4.446,4.66537,44.122,51.8468
Tim_Robbins_,33.9024,47.1815,4.938,4.66537,38.8404,51.8468
Tippi_Hedren_,34.6322,47.1815,4.56,4.66537,39.1922,51.8468
Todd_Haynes_,33.9337,47.1815,4.857,4.66537,38.7907,51.8468
Tom_Brady_,36.2137,47.1815,4.788,4.66537,41.0017,51.8468
Tom_Coverdale_,39.2885,47.1815,4.581,4.66537,43.8695,51.8468
Tom_Craddick_,35.0225,47.1815,4.732,4.66537,39.7545,51.8468
Tom_Crean_,37.7967,47.1815,4.79,4.66537,42.5867,51.8468
Tom_Cruise_,36.7219,47.1815,4.836,4.66537,41.5579,51.8468
Tom_Daschle_,36.2689,47.1815,4.592,4.66537,40.8609,51.8468
Tom_Glavine_,37.6398,47.1815,4.792,4.66537,42.4318,51.8468
Tom_Hanks_,33.8778,47.1815,4.623,4.66537,38.5008,51.8468
Tom_Harkin_,37.9029,47.1815,4.798,4.66537,42.7009,51.8468
Tom_Jones_,37.262,47.1815,4.636,4.66537,41.898,51.8468
Tom_Reilly_,34.9072,47.1815,4.76,4.66537,39.6672,51.8468
Tom_Ridge_,36.6228,47.1815,4.629,4.66537,41.2518,51.8468
Tom_Watson_,40.4164,47.1815,5.052,4.66537,45.4684,51.8468
Tommy_Franks_,33.5136,47.1815,4.455,4.66537,37.9686,51.8468
Tommy_Haas_,33.1821,47.1815,4.811,4.66537,37.9931,51.8468
Tommy_Robredo_,36.1017,47.1815,4.504,4.66537,40.6057,51.8468
Tommy_Thompson_,36.2766,47.1815,4.766,4.66537,41.0426,51.8468
Tomoko_Hagiwara_,35.8714,47.1815,4.509,4.66537,40.3804,51.8468
Toni_Braxton_,37.3706,47.1815,4.556,4.66537,41.9266,51.8468
Tony_Bennett_,41.8086,47.1815,5.233,4.66537,47.0416,51.8468
Tony_Blair_,35.7937,47.1815,4.514,4.66537,40.3077,51.8468
Tony_Curtis_,38.1174,47.1815,4.856,4.66537,42.9734,51.8468
Tony_Parker_,35.3509,47.1815,4.47,4.66537,39.8209,51.8468
Tony_Shalhoub_,35.6031,47.1815,4.802,4.66537,40.4051,51.8468
Tony_Stewart_,34.1847,47.1815,4.547,4.66537,38.7317,51.8468
Torri_Edwards_,35.745,47.1815,5.135,4.66537,40.88,51.8468
Toshihiko_Fukui_,37.6999,47.1815,4.567,4.66537,42.2669,51.8468
Tracee_Ellis_Ross_,40.4791,47.1815,4.865,4.66537,45.3441,51.8468
Tracy_McGrady_,36.9007,47.1815,4.411,4.66537,41.3117,51.8468
Trent_Lott_,36.4361,47.1815,5.194,4.66537,41.6301,51.8468
Tsutomu_Takebe_,34.624,47.1815,4.5,4.66537,39.124,51.8468
Tubby_Smith_,33.6305,47.1815,4.888,4.66537,38.5185,51.8468
Tung_Chee-hwa_,39.1457,47.1815,4.454,4.66537,43.5997,51.8468
Tyler_Hamilton_,34.6839,47.1815,4.891,4.66537,39.5749,51.8468
Tyra_Banks_,35.1835,47.1815,4.632,4.66537,39.8155,51.8468
Tyron_Garner_,38.4602,47.1815,5.393,4.66537,43.8532,51.8468
Uma_Thurman_,38.1978,47.1815,4.495,4.66537,42.6928,51.8468
Vaclav_Havel_,37.8405,47.1815,4.981,4.66537,42.8215,51.8468
Vaclav_Klaus_,36.135,47.1815,4.623,4.66537,40.758,51.8468
Valdas_Adamkus_,33.5525,47.1815,4.952,4.66537,38.5045,51.8468
Valentino_Rossi_,35.9507,47.1815,4.882,4.66537,40.8327,51.8468
Valerie_Harper_,35.3575,47.1815,4.605,4.66537,39.9625,51.8468
Valery_Giscard_dEstaing_,40.3761,47.1815,4.463,4.66537,44.8391,51.8468
Vanessa_Incontrada_,36.6488,47.1815,4.802,4.66537,41.4508,51.8468
Vanessa_Redgrave_,35.9728,47.1815,4.508,4.66537,40.4808,51.8468
Vanessa_Williams_,32.9654,47.1815,4.994,4.66537,37.9594,51.8468
Venus_Williams_,37.2747,47.1815,5.638,4.66537,42.9127,51.8468
Vicente_Fernandez_,33.9308,47.1815,5.202,4.66537,39.1328,51.8468
Vicente_Fox_,35.4106,47.1815,5.166,4.66537,40.5766,51.8468
Vicki_Zhao_Wei_,35.9002,47.1815,4.457,4.66537,40.3572,51.8468
Victoria_Beckham_,37.6882,47.1815,4.815,4.66537,42.5032,51.8468
Victoria_Clarke_,38.6693,47.1815,4.636,4.66537,43.3053,51.8468
Vidar_Helgesen_,35.0674,47.1815,4.903,4.66537,39.9704,51.8468
Vin_Diesel_,34.6015,47.1815,4.857,4.66537,39.4585,51.8468
Vince_Carter_,35.7847,47.1815,4.549,4.66537,40.3337,51.8468
Vince_Gill_,33.164,47.1815,4.745,4.66537,37.909,51.8468
Vincent_Brooks_,37.6538,47.1815,4.735,4.66537,42.3888,51.8468
Vincent_Gallo_,36.5993,47.1815,4.741,4.66537,41.3403,51.8468
Vitali_Klitschko_,35.384,47.1815,4.525,4.66537,39.909,51.8468
Vivica_Fox_,35.857,47.1815,4.814,4.66537,40.671,51.8468
Vladimir_Putin_,34.6053,47.1815,4.826,4.66537,39.4313,51.8468
Vladimir_Spidla_,35.5514,47.1815,4.268,4.66537,39.8194,51.8468
Vladimir_Voltchkov_,35.1288,47.1815,5.035,4.66537,40.1638,51.8468
Vladimiro_Montesinos_,42.4554,47.1815,4.579,4.66537,47.0344,51.8468
Vojislav_Kostunica_,39.0943,47.1815,4.491,4.66537,43.5853,51.8468
Walter_Mondale_,37.8168,47.1815,5.076,4.66537,42.8928,51.8468
Wang_Yi_,39.0901,47.1815,4.715,4.66537,43.8051,51.8468
Wang_Yingfan_,35.5449,47.1815,4.488,4.66537,40.0329,51.8468
Warren_Beatty_,37.3859,47.1815,4.34,4.66537,41.7259,51.8468
Warren_Buffett_,36.2304,47.1815,5.684,4.66537,41.9144,51.8468
Wayne_Ferreira_,32.9194,47.1815,4.567,4.66537,37.4864,51.8468
Wayne_Gretzky_,33.9953,47.1815,4.824,4.66537,38.8193,51.8468
Wen_Jiabao_,36.4418,47.1815,4.458,4.66537,40.8998,51.8468
Wesley_Clark_,38.2127,47.1815,4.496,4.66537,42.7087,51.8468
Will_Smith_,34.0471,47.1815,4.95,4.66537,38.9971,51.8468
William_Bratton_,37.1331,47.1815,4.923,4.66537,42.0561,51.8468
William_Bulger_,34.6901,47.1815,4.395,4.66537,39.0851,51.8468
William_Burns_,36.5219,47.1815,4.767,4.66537,41.2889,51.8468
William_Donaldson_,37.3608,47.1815,4.39,4.66537,41.7508,51.8468
William_Ford_Jr_,36.2905,47.1815,5.206,4.66537,41.4965,51.8468
William_Hochul_,36.8618,47.1815,4.411,4.66537,41.2728,51.8468
William_Macy_,37.527,47.1815,4.663,4.66537,42.19,51.8468
William_Martin_,34.5979,47.1815,4.597,4.66537,39.1949,51.8468
William_Rehnquist_,35.0228,47.1815,4.455,4.66537,39.4778,51.8468
Win_Aung_,37.2088,47.1815,4.554,4.66537,41.7628,51.8468
Winona_Ryder_,37.7973,47.1815,4.784,4.66537,42.5813,51.8468
Wolfgang_Schuessel_,42.4379,47.1815,4.46,4.66537,46.8979,51.8468
Woody_Allen_,37.6282,47.1815,4.911,4.66537,42.5392,51.8468
Wu_Yi_,35.0669,47.1815,4.468,4.66537,39.5349,51.8468
Xanana_Gusmao_,38.5893,47.1815,4.958,4.66537,43.5473,51.8468
Xavier_Malisse_,33.9014,47.1815,4.472,4.66537,38.3734,51.8468
Yann_Martel_,33.988,47.1815,4.984,4.66537,38.972,51.8468
Yao_Ming_,38.51,47.1815,4.89,4.66537,43.4,51.8468
Yasar_Yakis_,36.7089,47.1815,4.684,4.66537,41.3929,51.8468
Yashwant_Sinha_,35.1003,47.1815,4.488,4.66537,39.5883,51.8468
Yasser_Arafat_,35.1123,47.1815,4.899,4.66537,40.0113,51.8468
Yevgeny_Kafelnikov_,35.8844,47.1815,4.513,4.66537,40.3974,51.8468
Yoko_Ono_,33.6984,47.1815,4.834,4.66537,38.5324,51.8468
Yoriko_Kawaguchi_,37.8793,47.1815,4.885,4.66537,42.7643,51.8468
Yossi_Beilin_,36.271,47.1815,4.92,4.66537,41.191,51.8468
Yu_Shyi-kun_,37.7791,47.1815,4.553,4.66537,42.3321,51.8468
Yukiko_Okudo_,34.5887,47.1815,4.833,4.66537,39.4217,51.8468
Yuri_Fedotov_,39.7427,47.1815,4.896,4.66537,44.6387,51.8468
Yuri_Malenchenko_,35.1194,47.1815,4.592,4.66537,39.7114,51.8468
Zafarullah_Khan_Jamali_,37.3755,47.1815,4.902,4.66537,42.2775,51.8468
Zarai_Toledo_,35.8424,47.1815,4.541,4.66537,40.3834,51.8468
Zhang_Wenkang_,38.406,47.1815,5.033,4.66537,43.439,51.8468
Zhang_Ziyi_,36.9781,47.1815,4.579,4.66537,41.5571,51.8468
Zhu_Rongji_,36.5576,47.1815,4.981,4.66537,41.5386,51.8468
Zico_,35.7378,47.1815,4.722,4.66537,40.4598,51.8468
Zinedine_Zidane_,38.7988,47.1815,5.247,4.66537,44.0458,51.8468
Zoran_Djindjic_,33.3203,47.1815,4.548,4.66537,37.8683,51.8468
